vehicle_id,seg_id,collectiontime,date,time_stamp,road_id,longitude,latitude,speed,acceleratorpedal,brakestatus,gearnum,havebrake,havedriver,end_time
89,0,1718789255000,2024-06-19,17:27:35,A0003,123.152465,32.345155,26.3,0.0,0,14,0,0,
89,0,1718789265000,2024-06-19,17:27:45,A0003,123.151697,32.345123,9.2,0.0,59,14,1,0,
91,0,1718701120000,2024-06-18,16:58:40,A0003,123.152903,32.345215,0.0,0.0,53,14,1,0,
91,0,1718701130000,2024-06-18,16:58:50,A0003,123.152534,32.345194,50.0,32.0,0,14,0,1,
91,0,1718701140000,2024-06-18,16:59:00,A0003,123.150735,32.345113999999995,78.0,33.0,0,14,0,1,
91,0,1718788054000,2024-06-19,17:07:34,A0003,123.153284,32.345192999999995,22.0,24.0,0,14,0,1,
91,0,1718788064000,2024-06-19,17:07:44,A0003,123.152419,32.345173,36.0,14.0,0,14,0,1,
91,0,1718788074000,2024-06-19,17:07:54,A0003,123.15136,32.345128,43.0,27.0,0,14,0,1,
93,0,1718787029000,2024-06-19,16:50:29,A0003,123.153267,32.345251,28.0,16.0,0,14,0,1,
93,0,1718787039000,2024-06-19,16:50:39,A0003,123.152449,32.345232,26.5,0.0,0,14,1,0,
93,0,1718787049000,2024-06-19,16:50:49,A0003,123.152056,32.3452,6.1,4.0,0,14,0,1,
93,1,1718789369000,2024-06-19,17:29:29,A0003,123.151643,32.34503599999999,30.1,0.0,0,14,0,0,
93,1,1718789379000,2024-06-19,17:29:39,A0003,123.152556,32.345091,33.4,0.0,0,14,0,1,
93,1,1718789389000,2024-06-19,17:29:49,A0003,123.153429,32.345095,23.1,0.0,6,14,1,0,
103,0,1718787786000,2024-06-19,17:03:06,A0003,123.152257,32.345053,18.2,4.0,0,14,0,1,
103,0,1718787791000,2024-06-19,17:03:11,A0003,123.152646,32.345074999999994,35.6,15.0,0,14,0,1,
103,0,1718787796000,2024-06-19,17:03:16,A0003,123.153292,32.34508099999999,47.3,0.0,0,14,0,0,
107,0,1718786489000,2024-06-19,16:41:29,A0003,123.151502,32.345037,0.0,0.0,0,14,0,0,
107,0,1718786517000,2024-06-19,16:41:57,A0003,123.152687,32.345071999999995,32.4,13.0,0,14,0,1,
107,0,1718786545000,2024-06-19,16:42:25,A0003,123.155567,32.344559000000004,34.8,0.0,14,14,1,0,
107,0,1718872764000,2024-06-20,16:39:24,A0003,123.149603,32.344966,52.9,0.0,11,14,1,0,
107,0,1718872792000,2024-06-20,16:39:52,A0003,123.152535,32.345079,44.2,9.0,0,14,0,1,
107,0,1718872820000,2024-06-20,16:40:20,A0003,123.156382,32.344121,53.6,14.0,0,14,0,1,
120,0,1718614872000,2024-06-17,17:01:12,A0003,123.151754,32.34508099999999,19.0,54.0,0,14,0,1,
120,0,1718614882000,2024-06-17,17:01:22,A0003,123.15248,32.345119999999994,33.0,44.0,0,14,0,1,
120,0,1718614892000,2024-06-17,17:01:32,A0003,123.153512,32.345113,42.5,27.0,0,14,0,1,
122,0,1718789373000,2024-06-19,17:29:33,A0003,123.153417,32.345175999999995,30.7,2.0,0,14,1,0,
122,0,1718789383000,2024-06-19,17:29:43,A0003,123.152578,32.345186,13.5,11.0,0,14,1,0,
122,0,1718789393000,2024-06-19,17:29:53,A0003,123.151899,32.345158000000005,40.5,45.0,0,14,0,1,
124,0,1718787002000,2024-06-19,16:50:02,A0003,123.15293,32.34527,0.0,0.0,6,14,1,0,
124,0,1718787012000,2024-06-19,16:50:12,A0003,123.152378,32.345243999999994,42.5,52.0,0,14,0,1,
124,0,1718787022000,2024-06-19,16:50:22,A0003,123.15136499999998,32.345157,15.9,0.0,8,14,1,0,
146,0,1718786235000,2024-06-19,16:37:15,A0003,123.153307,32.345189000000005,4.1,17.0,0,14,0,1,
146,0,1718786245000,2024-06-19,16:37:25,A0003,123.15273700000002,32.345185,30.4,16.0,0,14,0,1,
146,0,1718786255000,2024-06-19,16:37:35,A0003,123.15213500000002,32.345164999999994,33.0,37.0,0,14,0,1,
153,0,1718788046000,2024-06-19,17:07:26,A0003,123.15296399999998,32.345202,4.1,0.0,0,14,1,1,
153,0,1718788056000,2024-06-19,17:07:36,A0003,123.152357,32.345175999999995,28.9,13.0,0,14,1,1,
153,0,1718788066000,2024-06-19,17:07:46,A0003,123.151372,32.345132,35.9,20.0,0,14,1,1,
154,0,1718787024000,2024-06-19,16:50:24,A0003,123.151905,32.34511,24.4,0.0,0,14,1,0,
154,0,1718787034000,2024-06-19,16:50:34,A0003,123.152706,32.345138,32.7,7.0,0,14,0,1,
154,0,1718787044000,2024-06-19,16:50:44,A0003,123.153801,32.345101,42.6,9.0,0,14,0,1,
154,0,1718873420000,2024-06-20,16:50:20,A0003,123.151732,32.34508,20.3,8.0,0,14,0,1,
154,0,1718873430000,2024-06-20,16:50:30,A0003,123.15246100000002,32.345097,42.4,42.0,0,14,0,1,
154,0,1718873440000,2024-06-20,16:50:40,A0003,123.15383,32.345046,45.8,20.0,0,14,0,1,
158,0,1718614122000,2024-06-17,16:48:42,A0003,123.1531091111111,32.345173,0.0555555555555555,0.0,19,14,1,1,16:50:05
158,0,1718614215000,2024-06-17,16:50:15,A0003,123.15272,32.345168,23.0,22.0,0,14,1,1,
158,0,1718614226000,2024-06-17,16:50:26,A0003,123.151986,32.345138,17.1,0.0,0,14,1,1,
158,0,1718874968000,2024-06-20,17:16:08,A0003,123.153003,32.345183,3.1,52.0,0,14,1,1,
158,0,1718874978000,2024-06-20,17:16:18,A0003,123.152343,32.345158000000005,36.2,27.0,0,14,1,1,
158,0,1718874988000,2024-06-20,17:16:28,A0003,123.15097,32.34509,49.2,35.0,0,14,1,1,
173,1,1718788963000,2024-06-19,17:22:43,A0003,123.151933,32.345067,17.5,12.0,0,14,1,1,
173,1,1718788973000,2024-06-19,17:22:53,A0003,123.152691,32.345099,28.7,7.0,0,14,1,1,
173,1,1718788983000,2024-06-19,17:23:03,A0003,123.153589,32.345091,27.3,0.0,0,14,1,0,
182,0,1718786838000,2024-06-19,16:47:18,A0003,123.152029,32.34511379999999,0.0,0.0,35,0,1,0,16:47:58
182,0,1718786888000,2024-06-19,16:48:08,A0003,123.152669,32.345149,41.9,0.0,2,14,1,0,
182,0,1718786898000,2024-06-19,16:48:18,A0003,123.153907,32.34508,52.8,19.0,2,14,0,1,
198,0,1718788565000,2024-06-19,17:16:05,A0003,123.151977,32.345113,0.0,0.0,101,14,1,0,
198,0,1718788575000,2024-06-19,17:16:15,A0003,123.152387,32.345123,31.5,20.0,0,14,0,1,
198,0,1718788585000,2024-06-19,17:16:25,A0003,123.153472,32.345135,40.4,10.0,0,14,0,1,
199,0,1718787897000,2024-06-19,17:04:57,A0003,123.15193166666666,32.34507633333333,0.0,0.0,0,14,1,1,17:05:17
199,0,1718787927000,2024-06-19,17:05:27,A0003,123.152342,32.34509,25.1,13.0,0,14,0,1,
199,0,1718787937000,2024-06-19,17:05:37,A0003,123.15336,32.345104,39.4,13.0,0,14,0,1,
218,0,1718788948000,2024-06-19,17:22:28,A0003,123.153028,32.3451915,0.0,0.0,10,14,1,1,17:22:38
218,0,1718788968000,2024-06-19,17:22:48,A0003,123.152398,32.345181999999994,32.2,22.0,0,14,0,1,
218,0,1718788978000,2024-06-19,17:22:58,A0003,123.151194,32.345147,45.6,34.0,0,14,0,1,
219,0,1718702183000,2024-06-18,17:16:23,A0003,123.153357,32.345218,17.6,19.0,255,14,0,1,
219,0,1718702193000,2024-06-18,17:16:33,A0003,123.152722,32.345220999999995,24.7,14.0,255,14,0,1,
219,0,1718702203000,2024-06-18,17:16:43,A0003,123.151948,32.345183,26.1,0.0,255,14,1,0,
219,0,1718788827000,2024-06-19,17:20:27,A0003,123.153186,32.345229,0.0,0.0,255,14,1,1,
219,0,1718788837000,2024-06-19,17:20:37,A0003,123.152681,32.345223,30.0,22.0,255,14,0,1,
219,0,1718788847000,2024-06-19,17:20:47,A0003,123.151591,32.345161,43.4,29.0,255,14,0,1,
219,0,1718961433000,2024-06-21,17:17:13,A0003,123.1530425714286,32.345229857142854,0.0142857142857142,0.0,255,14,1,1,17:18:13
219,0,1718961503000,2024-06-21,17:18:23,A0003,123.152609,32.345213,35.5,31.0,255,14,0,1,
219,0,1718961513000,2024-06-21,17:18:33,A0003,123.151399,32.345164999999994,37.5,18.0,255,14,0,1,
226,1,1718789321000,2024-06-19,17:28:41,A0003,123.1520295,32.34509275,0.0,0.0,0,14,1,0,17:29:11
226,1,1718789361000,2024-06-19,17:29:21,A0003,123.152438,32.345102999999995,25.2,22.0,0,14,0,1,
226,1,1718789371000,2024-06-19,17:29:31,A0003,123.153475,32.345116,42.4,59.0,0,14,0,1,
237,0,1718702296000,2024-06-18,17:18:16,A0003,123.15331100000002,32.345135,0.0,0.0,0,14,0,1,17:18:16
237,0,1718702306000,2024-06-18,17:18:26,A0003,123.152574,32.345124,40.8,0.0,0,14,0,1,
237,0,1718702316000,2024-06-18,17:18:36,A0003,123.151134,32.34508,57.4,0.0,0,14,0,1,
237,0,1718788823000,2024-06-19,17:20:23,A0003,123.153291,32.345153999999994,2.0,0.0,0,14,0,1,
237,0,1718788833000,2024-06-19,17:20:33,A0003,123.152539,32.345136999999994,39.2,0.0,0,14,0,1,
237,0,1718788843000,2024-06-19,17:20:43,A0003,123.151389,32.34508,48.2,0.0,0,14,0,1,
237,0,1718875351000,2024-06-20,17:22:31,A0003,123.153195,32.345136999999994,0.6,0.0,0,14,1,1,17:22:41
237,0,1718875371000,2024-06-20,17:22:51,A0003,123.152587,32.345125,42.8,0.0,0,14,0,1,
237,0,1718875381000,2024-06-20,17:23:01,A0003,123.151139,32.345055,58.7,0.0,0,14,0,1,
246,0,1718788436000,2024-06-19,17:13:56,A0003,123.152877,32.345163,10.6,89.0,0,14,0,1,
246,0,1718788441000,2024-06-19,17:14:01,A0003,123.152483,32.34514299999999,34.9,45.0,0,14,0,1,
246,0,1718788446000,2024-06-19,17:14:06,A0003,123.15184,32.345113,51.1,40.0,0,14,0,1,
254,0,1718787356000,2024-06-19,16:55:56,A0003,123.1520502,32.345063,0.06,0.0,21,14,1,0,16:56:36
254,0,1718787406000,2024-06-19,16:56:46,A0003,123.152591,32.345089,38.1,16.0,0,14,0,1,
254,0,1718787416000,2024-06-19,16:56:56,A0003,123.153829,32.345051999999995,46.9,19.0,0,14,0,1,
256,0,1718700230000,2024-06-18,16:43:50,A0003,123.152952,32.345222,14.5,15.0,0,14,0,1,
256,0,1718700235000,2024-06-18,16:43:55,A0003,123.152617,32.345213,28.2,10.0,0,14,0,1,
256,0,1718700240000,2024-06-18,16:44:00,A0003,123.15221,32.345191,30.1,11.0,0,14,0,1,
256,0,1718875518000,2024-06-20,17:25:18,A0003,123.15306499999998,32.345196,34.2,14.0,0,14,0,1,
256,0,1718875523000,2024-06-20,17:25:23,A0003,123.152543,32.345175,35.6,0.0,0,14,0,0,
256,0,1718875528000,2024-06-20,17:25:28,A0003,123.152109,32.345158999999995,29.1,11.0,0,14,0,1,
259,1,1718786759000,2024-06-19,16:45:59,A0003,123.153509,32.34521599999999,16.8,20.0,0,14,0,1,
259,1,1718786769000,2024-06-19,16:46:09,A0003,123.152677,32.345186,38.4,19.0,0,14,0,1,
259,1,1718786779000,2024-06-19,16:46:19,A0003,123.152138,32.345217,8.6,0.0,101,14,1,0,
266,1,1718789219000,2024-06-19,17:26:59,A0003,123.152039,32.345112,4.1,23.0,0,14,0,1,
266,1,1718789229000,2024-06-19,17:27:09,A0003,123.152667,32.345136999999994,35.8,25.0,0,14,0,1,
266,1,1718789239000,2024-06-19,17:27:19,A0003,123.153804,32.345078,41.7,25.0,0,14,0,1,
275,0,1718787790000,2024-06-19,17:03:10,A0003,123.152755,32.345195000000004,33.9,31.0,0,14,1,1,
275,0,1718787791000,2024-06-19,17:03:11,A0003,123.152664,32.345191,38.2,23.0,0,14,1,1,
275,0,1718787792000,2024-06-19,17:03:12,A0003,123.15256,32.345186,42.1,35.0,0,14,1,1,
275,0,1718787793000,2024-06-19,17:03:13,A0003,123.152445,32.34518,47.1,31.0,0,14,1,1,
275,0,1718787794000,2024-06-19,17:03:14,A0003,123.152318,32.345172,50.4,26.0,0,14,1,1,
296,0,1718787049000,2024-06-19,16:50:49,A0003,123.15220088888888,32.345111555555555,0.3111111111111111,0.0,13,14,1,0,16:52:09
296,0,1718787139000,2024-06-19,16:52:19,A0003,123.152328,32.345116,22.9,32.0,0,14,0,1,
296,0,1718787149000,2024-06-19,16:52:29,A0003,123.153098,32.345136,22.2,0.0,0,14,1,0,
297,0,1718873139000,2024-06-20,16:45:39,A0003,123.1530495,32.34518,1.25,2.0,0,14,0,1,16:45:49
297,0,1718873159000,2024-06-20,16:45:59,A0003,123.152433,32.345167000000004,37.0,27.0,0,14,0,1,
297,0,1718873169000,2024-06-20,16:46:09,A0003,123.15162,32.345149,7.7,0.0,0,14,0,0,
301,0,1718701397000,2024-06-18,17:03:17,A0003,123.153305,32.345219,14.0,23.0,0,14,0,1,
301,0,1718701407000,2024-06-18,17:03:27,A0003,123.152712,32.34521599999999,40.0,45.0,0,14,0,1,
301,0,1718701417000,2024-06-18,17:03:37,A0003,123.151884,32.345175,26.0,0.0,0,14,0,0,
301,0,1718787528000,2024-06-19,16:58:48,A0003,123.153052,32.345217,4.0,4.0,0,14,0,1,
301,0,1718787538000,2024-06-19,16:58:58,A0003,123.152469,32.345195000000004,37.0,18.0,0,14,0,1,
301,0,1718787548000,2024-06-19,16:59:08,A0003,123.151311,32.345136,48.0,14.0,0,14,0,1,
301,0,1718960723000,2024-06-21,17:05:23,A0003,123.153281,32.345186,7.0,36.0,0,14,0,1,
301,0,1718960733000,2024-06-21,17:05:33,A0003,123.15269,32.345175999999995,37.0,20.0,0,14,0,1,
301,0,1718960743000,2024-06-21,17:05:43,A0003,123.151618,32.345134,48.0,15.0,0,14,0,1,
314,0,1718788319000,2024-06-19,17:11:59,A0003,123.153175,32.345226000000004,12.7,0.0,0,14,0,1,
314,0,1718788329000,2024-06-19,17:12:09,A0003,123.152506,32.34521599999999,21.2,0.0,0,14,1,0,
314,0,1718788339000,2024-06-19,17:12:19,A0003,123.151717,32.345189000000005,41.6,0.0,0,14,0,1,
318,0,1718788292000,2024-06-19,17:11:32,A0003,123.151857,32.345033,3.7,0.0,12,14,1,0,
318,0,1718788320000,2024-06-19,17:12:00,A0003,123.152469,32.345071999999995,36.8,0.0,0,14,0,0,
318,0,1718788348000,2024-06-19,17:12:28,A0003,123.156505,32.344016,65.0,7.0,0,14,0,1,
322,0,1718789094000,2024-06-19,17:24:54,A0003,123.15138799999998,32.345023999999995,26.5,21.0,0,14,0,1,
322,0,1718789104000,2024-06-19,17:25:04,A0003,123.152377,32.345084,43.5,30.0,0,14,0,1,
322,0,1718789114000,2024-06-19,17:25:14,A0003,123.15363700000002,32.345074,44.2,31.0,0,14,0,1,
328,0,1718789372000,2024-06-19,17:29:32,A0003,123.152001,32.34506,34.2,0.0,0,14,0,0,
328,0,1718789377000,2024-06-19,17:29:37,A0003,123.152584,32.345091,40.4,0.0,0,14,0,0,
328,0,1718789382000,2024-06-19,17:29:42,A0003,123.153126,32.345102999999995,36.2,18.0,0,14,0,1,
340,0,1718874906000,2024-06-20,17:15:06,A0003,123.15214514285717,32.34506771428571,0.0,0.0,21,14,1,1,17:16:06
340,0,1718874976000,2024-06-20,17:16:16,A0003,123.152552,32.345091,35.4,31.0,0,14,0,1,
340,0,1718874986000,2024-06-20,17:16:26,A0003,123.153787,32.345095,46.0,31.0,0,14,0,1,
345,0,1718616083000,2024-06-17,17:21:23,A0003,123.152112125,32.345074375,0.0,0.0,49,14,1,0,17:22:33
345,0,1718616163000,2024-06-17,17:22:43,A0003,123.152627,32.345105,41.0,24.0,0,14,0,1,
345,0,1718616173000,2024-06-17,17:22:53,A0003,123.154012,32.34505,62.0,39.0,0,14,0,1,
345,0,1718789160000,2024-06-19,17:26:00,A0003,123.15216416666664,32.345081666666665,0.0,0.0,46,14,1,0,17:26:50
345,0,1718789220000,2024-06-19,17:27:00,A0003,123.152328,32.345091999999994,29.0,32.0,0,14,0,1,
345,0,1718789230000,2024-06-19,17:27:10,A0003,123.153582,32.345102000000004,56.0,29.0,0,14,0,1,
345,0,1718875289000,2024-06-20,17:21:29,A0003,123.152082125,32.345026000000004,0.0,0.0,46,14,1,0,17:22:39
345,0,1718875369000,2024-06-20,17:22:49,A0003,123.152706,32.345056,49.0,30.0,0,14,0,1,
345,0,1718875379000,2024-06-20,17:22:59,A0003,123.15438799999998,32.344959,59.0,0.0,0,14,0,1,
350,0,1718786735000,2024-06-19,16:45:35,A0003,123.154073,32.345129,32.9,6.0,0,14,0,1,
350,0,1718786765000,2024-06-19,16:46:05,A0003,123.15263,32.345187,31.3,21.0,0,14,0,1,
350,0,1718786795000,2024-06-19,16:46:35,A0003,123.150737,32.345094,44.8,0.0,0,14,0,0,
358,0,1718786935000,2024-06-19,16:48:55,A0003,123.151995,32.3451,0.0,0.0,101,14,1,0,16:50:05
358,0,1718787015000,2024-06-19,16:50:15,A0003,123.152356,32.345123,27.3,9.0,0,14,0,1,
358,0,1718787025000,2024-06-19,16:50:25,A0003,123.153233,32.345136999999994,34.8,9.0,0,14,0,1,
360,0,1718787786000,2024-06-19,17:03:06,A0003,123.152957,32.345260999999994,0.0,0.0,255,14,1,0,
360,0,1718787796000,2024-06-19,17:03:16,A0003,123.152531,32.345245,41.8,39.0,255,14,1,0,
360,0,1718787806000,2024-06-19,17:03:26,A0003,123.151113,32.345189000000005,52.5,26.0,255,14,1,0,
369,0,1718961270000,2024-06-21,17:14:30,A0003,123.15193,32.345108,18.9,0.0,1,14,0,0,
369,0,1718961280000,2024-06-21,17:14:40,A0003,123.152691,32.345141,34.7,11.0,0,14,0,0,
369,0,1718961290000,2024-06-21,17:14:50,A0003,123.153722,32.345125,42.8,42.0,0,14,0,1,
371,0,1718786377000,2024-06-19,16:39:37,A0003,123.153573,32.345153999999994,21.6,25.0,0,14,1,1,
371,0,1718786387000,2024-06-19,16:39:47,A0003,123.152677,32.345162,40.4,7.0,0,14,1,1,
371,0,1718786397000,2024-06-19,16:39:57,A0003,123.151551,32.345113999999995,43.6,15.0,0,14,1,1,
376,0,1718785851000,2024-06-19,16:30:51,A0003,123.153614,32.345186,56.4,37.0,0,14,1,1,
376,0,1718785861000,2024-06-19,16:31:01,A0003,123.152331,32.345192999999995,29.5,0.0,17,14,1,0,
376,0,1718785871000,2024-06-19,16:31:11,A0003,123.151859,32.345206,10.1,45.0,0,14,1,1,
395,0,1718614013000,2024-06-17,16:46:53,A0003,123.15200214285714,32.34505614285714,0.0,0.0,20,14,1,0,16:47:53
395,0,1718614083000,2024-06-17,16:48:03,A0003,123.15246,32.345076,38.2,34.0,0,14,0,1,
395,0,1718614093000,2024-06-17,16:48:13,A0003,123.153892,32.345055,57.1,32.0,0,14,0,1,
395,0,1718699701000,2024-06-18,16:35:01,A0003,123.151536,32.345063,34.7,20.0,0,14,0,1,
395,0,1718699711000,2024-06-18,16:35:11,A0003,123.152703,32.345113999999995,49.3,10.0,0,14,0,1,
395,0,1718699721000,2024-06-18,16:35:21,A0003,123.15416299999998,32.345029,59.4,24.0,0,14,0,1,
395,0,1718959683000,2024-06-21,16:48:03,A0003,123.151917,32.345068999999995,4.5,0.0,5,14,1,1,
395,0,1718959693000,2024-06-21,16:48:13,A0003,123.152723,32.345116,43.5,19.0,0,14,0,1,
395,0,1718959703000,2024-06-21,16:48:23,A0003,123.154109,32.345040999999995,50.1,22.0,0,14,0,1,
398,0,1718788163000,2024-06-19,17:09:23,A0003,123.150789,32.345038,43.3,0.0,0,14,0,0,
398,0,1718788191000,2024-06-19,17:09:51,A0003,123.152404,32.345101,39.5,28.0,0,14,0,1,
398,0,1718788219000,2024-06-19,17:10:19,A0003,123.156302,32.344151999999994,67.6,45.0,0,14,0,1,
398,0,1718874183000,2024-06-20,17:03:03,A0003,123.147349,32.344837,68.8,26.0,0,14,0,1,
398,0,1718874211000,2024-06-20,17:03:31,A0003,123.152411,32.345076,52.1,11.0,0,14,0,1,
398,0,1718874239000,2024-06-20,17:03:59,A0003,123.156374,32.344117999999995,52.4,30.0,0,14,0,1,
398,0,1718960316000,2024-06-21,16:58:36,A0003,123.151742,32.345044,0.0,0.0,13,14,1,0,16:58:36
398,0,1718960344000,2024-06-21,16:59:04,A0003,123.152491,32.345094,39.4,26.0,0,14,0,1,
398,0,1718960372000,2024-06-21,16:59:32,A0003,123.155706,32.344541,38.8,7.0,0,14,0,1,
418,0,1718700096000,2024-06-18,16:41:36,A0003,123.153159,32.345226000000004,14.4,22.0,0,14,0,1,
418,0,1718700106000,2024-06-18,16:41:46,A0003,123.152601,32.345219,30.2,35.0,0,14,0,1,
418,0,1718700106000,2024-06-18,16:41:46,A0003,123.152601,32.345219,30.2,35.0,0,14,0,1,
418,0,1718700116000,2024-06-18,16:41:56,A0003,123.151481,32.345158000000005,35.0,0.0,0,14,0,0,
422,0,1718789081000,2024-06-19,17:24:41,A0003,123.15348,32.345256,0.4,0.0,101,14,1,0,
422,0,1718789112000,2024-06-19,17:25:12,A0003,123.152664,32.345279999999995,24.7,25.0,0,14,0,1,
422,0,1718789142000,2024-06-19,17:25:42,A0003,123.14928799999998,32.345144,51.6,10.0,0,14,0,1,
443,0,1718875757000,2024-06-20,17:29:17,A0003,123.151875,32.345093,21.1,48.0,0,14,0,1,
443,0,1718875767000,2024-06-20,17:29:27,A0003,123.152741,32.345133000000004,44.0,16.0,0,14,0,1,
443,0,1718875777000,2024-06-20,17:29:37,A0003,123.153943,32.345096000000005,36.5,0.0,0,14,0,1,
445,0,1718873339000,2024-06-20,16:48:59,A0003,123.1521095,32.345060125,0.0,0.0,16,14,1,1,16:50:09
445,0,1718873419000,2024-06-20,16:50:19,A0003,123.152417,32.345061,30.5,16.0,0,14,0,1,
